studentID,name,birthDate,address,schoolCode,"P5_subject_scores (Chi,Eng,Math,GS,VA,Music,PE)","P6_subject_scores (Chi,Eng,Math,GS,VA,Music,PE)",applicationID,choicePartB (Top 3 Choices)
KT2025541,David Smith,09/01/2013,21 Sau Mau Ping,KTPS008,"8,93,25,47,96,50,40","77,23,6,33,17,63,89",APP2025541,"KTSS001,KTSS019,KTSS010,KTSS004,KTSS014,KTSS002,KTSS011,KTSS015,KTSS017,KTSS008,KTSS009,KTSS006,KTSS020,KTSS012,KTSS016,KTSS007,KTSS013,KTSS003,KTSS005,KTSS018"
KT2025542,Mary Lopez,01/12/2013,25 Lam Tin Road,KTPS007,"61,19,53,32,28,21,19","82,80,11,21,59,75,14",APP2025542,"KTSS019,KTSS004,KTSS006,KTSS010,KTSS012,KTSS003,KTSS005,KTSS018,KTSS020,KTSS011,KTSS017,KTSS016,KTSS002,KTSS009,KTSS015,KTSS014,KTSS007,KTSS013,KTSS008,KTSS001"
KT2025543,Emily Williams,10/05/2013,89 Sau Mau Ping,KTPS010,"55,53,13,61,24,1,0","52,91,61,76,52,91,6",APP2025543,"KTSS014,KTSS010,KTSS001,KTSS016,KTSS011,KTSS015,KTSS006,KTSS019,KTSS013,KTSS005,KTSS008,KTSS007,KTSS018,KTSS002,KTSS017,KTSS009,KTSS003,KTSS020,KTSS012,KTSS004"
KT2025544,Charlotte Taylor,04/01/2013,48 Sau Mau Ping,KTPS010,"61,43,16,91,36,60,39","44,20,10,77,81,12,90",APP2025544,"KTSS005,KTSS012,KTSS009,KTSS011,KTSS017,KTSS007,KTSS018,KTSS015,KTSS006,KTSS002,KTSS008,KTSS003,KTSS020,KTSS004,KTSS010,KTSS019,KTSS001,KTSS014,KTSS013,KTSS016"
KT2025545,Ethan Martin,08/09/2013,68 Tsui Ping Rd,KTPS014,"87,55,74,90,65,62,65","94,94,62,28,67,78,52",APP2025545,"KTSS018,KTSS006,KTSS010,KTSS016,KTSS003,KTSS011,KTSS005,KTSS020,KTSS015,KTSS017,KTSS014,KTSS012,KTSS019,KTSS013,KTSS009,KTSS001,KTSS004,KTSS007,KTSS008,KTSS002"
KT2025546,James Jones,10/24/2013,41 Lam Tin Road,KTPS009,"40,11,47,98,72,84,22","10,77,71,74,89,36,10",APP2025546,"KTSS015,KTSS016,KTSS007,KTSS014,KTSS019,KTSS013,KTSS011,KTSS008,KTSS018,KTSS001,KTSS010,KTSS004,KTSS002,KTSS012,KTSS020,KTSS017,KTSS003,KTSS006,KTSS005,KTSS009"
KT2025547,John Martin,11/09/2013,52 Tsui Ping Rd,KTPS003,"97,52,32,14,4,87,61","59,1,78,5,80,66,63",APP2025547,"KTSS017,KTSS004,KTSS008,KTSS016,KTSS007,KTSS013,KTSS019,KTSS020,KTSS005,KTSS002,KTSS003,KTSS018,KTSS001,KTSS006,KTSS014,KTSS015,KTSS009,KTSS010,KTSS012,KTSS011"
KT2025548,Benjamin Davis,08/13/2013,27 Lam Tin Road,KTPS012,"56,46,47,20,56,81,98","95,9,80,6,47,85,65",APP2025548,"KTSS015,KTSS010,KTSS005,KTSS002,KTSS020,KTSS018,KTSS017,KTSS016,KTSS012,KTSS013,KTSS003,KTSS001,KTSS007,KTSS019,KTSS004,KTSS008,KTSS014,KTSS006,KTSS009,KTSS011"
KT2025549,Benjamin Lopez,05/13/2013,65 Kwun Tong Bypass,KTPS012,"65,17,66,66,27,29,60","78,42,80,42,54,0,65",APP2025549,"KTSS019,KTSS016,KTSS015,KTSS005,KTSS012,KTSS014,KTSS011,KTSS003,KTSS013,KTSS008,KTSS007,KTSS001,KTSS020,KTSS017,KTSS010,KTSS004,KTSS018,KTSS009,KTSS002,KTSS006"
KT2025550,Sophia Garcia,02/04/2013,41 Ngau Tau Kok Rd,KTPS017,"98,71,9,85,47,99,54","23,67,77,68,40,5,76",APP2025550,"KTSS019,KTSS016,KTSS004,KTSS013,KTSS011,KTSS009,KTSS010,KTSS002,KTSS014,KTSS017,KTSS020,KTSS006,KTSS015,KTSS012,KTSS001,KTSS008,KTSS003,KTSS005,KTSS007,KTSS018"
KT2025551,Olivia Lopez,04/13/2013,47 Lam Tin Road,KTPS006,"39,57,11,59,7,10,79","48,88,4,99,94,6,71",APP2025551,"KTSS018,KTSS016,KTSS012,KTSS010,KTSS015,KTSS011,KTSS001,KTSS009,KTSS013,KTSS004,KTSS002,KTSS003,KTSS007,KTSS006,KTSS014,KTSS020,KTSS017,KTSS005,KTSS008,KTSS019"
KT2025552,Sarah Gonzalez,03/19/2013,89 Hoi Yuen Road,KTPS014,"68,36,20,22,67,98,62","89,24,97,92,83,33,38",APP2025552,"KTSS017,KTSS010,KTSS011,KTSS004,KTSS019,KTSS005,KTSS013,KTSS020,KTSS009,KTSS014,KTSS018,KTSS003,KTSS006,KTSS002,KTSS012,KTSS015,KTSS001,KTSS016,KTSS008,KTSS007"
KT2025553,Sophia Johnson,10/27/2013,24 Sau Mau Ping,KTPS014,"39,7,33,67,6,88,14","61,61,58,90,74,70,13",APP2025553,"KTSS016,KTSS012,KTSS006,KTSS005,KTSS011,KTSS008,KTSS014,KTSS013,KTSS020,KTSS010,KTSS003,KTSS009,KTSS015,KTSS018,KTSS001,KTSS004,KTSS007,KTSS019,KTSS002,KTSS017"
KT2025554,Harper Martin,06/27/2013,36 Hoi Yuen Road,KTPS007,"79,57,88,78,73,52,95","1,41,14,87,45,61,45",APP2025554,"KTSS003,KTSS016,KTSS020,KTSS008,KTSS007,KTSS017,KTSS010,KTSS004,KTSS013,KTSS018,KTSS009,KTSS005,KTSS012,KTSS015,KTSS002,KTSS014,KTSS006,KTSS011,KTSS001,KTSS019"
KT2025555,Olivia Taylor,01/17/2013,100 Sau Mau Ping,KTPS011,"34,64,14,6,10,22,82","49,47,16,92,100,23,84",APP2025555,"KTSS002,KTSS017,KTSS014,KTSS019,KTSS011,KTSS012,KTSS005,KTSS013,KTSS016,KTSS001,KTSS020,KTSS010,KTSS015,KTSS007,KTSS006,KTSS008,KTSS009,KTSS003,KTSS018,KTSS004"
KT2025556,Ethan Rodriguez,05/09/2013,95 Ngau Tau Kok Rd,KTPS012,"61,7,47,29,32,46,0","52,97,66,39,43,68,24",APP2025556,"KTSS017,KTSS014,KTSS007,KTSS016,KTSS013,KTSS005,KTSS020,KTSS009,KTSS004,KTSS012,KTSS018,KTSS003,KTSS008,KTSS019,KTSS010,KTSS011,KTSS002,KTSS001,KTSS006,KTSS015"
KT2025557,Charlotte Thomas,09/15/2013,86 Hoi Yuen Road,KTPS018,"66,17,42,71,36,76,87","87,53,80,99,37,12,91",APP2025557,"KTSS011,KTSS019,KTSS004,KTSS010,KTSS015,KTSS013,KTSS014,KTSS002,KTSS008,KTSS001,KTSS005,KTSS017,KTSS018,KTSS009,KTSS020,KTSS012,KTSS003,KTSS006,KTSS016,KTSS007"
KT2025558,Harper Rodriguez,02/11/2013,94 Yau Tong Bay,KTPS004,"71,88,41,91,42,83,49","58,75,86,49,55,22,91",APP2025558,"KTSS020,KTSS006,KTSS009,KTSS012,KTSS008,KTSS018,KTSS017,KTSS001,KTSS005,KTSS016,KTSS002,KTSS010,KTSS019,KTSS004,KTSS011,KTSS013,KTSS003,KTSS015,KTSS014,KTSS007"
KT2025559,James Jones,05/14/2013,94 Hoi Yuen Road,KTPS003,"55,69,13,97,56,72,16","99,36,73,26,81,97,24",APP2025559,"KTSS004,KTSS017,KTSS007,KTSS008,KTSS016,KTSS014,KTSS020,KTSS018,KTSS012,KTSS009,KTSS001,KTSS013,KTSS015,KTSS006,KTSS011,KTSS002,KTSS003,KTSS010,KTSS019,KTSS005"
KT2025560,David Johnson,02/18/2013,22 Kwun Tong Bypass,KTPS014,"32,76,93,44,56,58,81","95,4,10,85,78,41,77",APP2025560,"KTSS005,KTSS012,KTSS017,KTSS019,KTSS008,KTSS007,KTSS018,KTSS010,KTSS001,KTSS004,KTSS020,KTSS011,KTSS002,KTSS015,KTSS003,KTSS009,KTSS013,KTSS016,KTSS006,KTSS014"
KT2025561,Michael Jackson,09/25/2013,66 Yau Tong Bay,KTPS019,"62,37,61,28,87,68,78","95,5,95,20,27,92,25",APP2025561,"KTSS014,KTSS001,KTSS009,KTSS013,KTSS019,KTSS011,KTSS007,KTSS006,KTSS004,KTSS010,KTSS012,KTSS017,KTSS020,KTSS008,KTSS015,KTSS018,KTSS005,KTSS016,KTSS003,KTSS002"
KT2025562,Sarah Smith,08/10/2013,44 Sau Mau Ping,KTPS005,"72,29,13,85,64,40,61","50,49,23,63,3,99,55",APP2025562,"KTSS004,KTSS013,KTSS012,KTSS007,KTSS002,KTSS018,KTSS006,KTSS005,KTSS008,KTSS011,KTSS020,KTSS015,KTSS001,KTSS016,KTSS014,KTSS017,KTSS019,KTSS010,KTSS009,KTSS003"
KT2025563,Sophia Martinez,05/13/2013,4 Kwun Tong Rd,KTPS015,"18,17,4,18,37,14,64","92,64,27,84,95,45,53",APP2025563,"KTSS001,KTSS008,KTSS017,KTSS018,KTSS012,KTSS005,KTSS020,KTSS016,KTSS013,KTSS015,KTSS010,KTSS003,KTSS011,KTSS007,KTSS004,KTSS014,KTSS019,KTSS009,KTSS002,KTSS006"
KT2025564,Harper Johnson,02/13/2013,40 Yau Tong Bay,KTPS020,"65,22,28,58,33,97,83","79,50,78,75,56,77,65",APP2025564,"KTSS019,KTSS005,KTSS015,KTSS003,KTSS014,KTSS008,KTSS010,KTSS011,KTSS001,KTSS018,KTSS016,KTSS020,KTSS013,KTSS009,KTSS012,KTSS007,KTSS002,KTSS017,KTSS004,KTSS006"
KT2025565,Ethan Brown,10/16/2013,6 Hoi Yuen Road,KTPS002,"90,34,25,7,46,62,10","30,61,66,26,47,74,86",APP2025565,"KTSS005,KTSS011,KTSS013,KTSS002,KTSS020,KTSS012,KTSS003,KTSS014,KTSS019,KTSS009,KTSS017,KTSS016,KTSS006,KTSS004,KTSS015,KTSS018,KTSS001,KTSS008,KTSS007,KTSS010"
KT2025566,Emily Smith,12/13/2013,39 Tsui Ping Rd,KTPS013,"65,8,93,76,51,78,56","64,54,65,26,11,23,89",APP2025566,"KTSS017,KTSS020,KTSS018,KTSS009,KTSS014,KTSS007,KTSS015,KTSS013,KTSS006,KTSS016,KTSS011,KTSS010,KTSS003,KTSS004,KTSS019,KTSS001,KTSS002,KTSS008,KTSS012,KTSS005"
KT2025567,Olivia Jones,10/24/2013,43 Yau Tong Bay,KTPS005,"38,10,85,31,90,47,53","82,68,14,24,70,55,7",APP2025567,"KTSS019,KTSS013,KTSS004,KTSS001,KTSS006,KTSS005,KTSS003,KTSS018,KTSS014,KTSS007,KTSS008,KTSS017,KTSS009,KTSS015,KTSS002,KTSS012,KTSS020,KTSS010,KTSS011,KTSS016"
KT2025568,James Wilson,06/25/2013,53 Yau Tong Bay,KTPS003,"41,4,48,42,4,91,30","24,65,57,39,54,74,64",APP2025568,"KTSS009,KTSS015,KTSS019,KTSS007,KTSS013,KTSS018,KTSS012,KTSS014,KTSS017,KTSS005,KTSS006,KTSS001,KTSS002,KTSS010,KTSS016,KTSS003,KTSS008,KTSS020,KTSS011,KTSS004"
KT2025569,Isabella Martinez,10/12/2013,80 Hoi Yuen Road,KTPS003,"1,20,29,79,50,25,25","83,13,62,85,50,40,95",APP2025569,"KTSS006,KTSS018,KTSS016,KTSS002,KTSS001,KTSS009,KTSS003,KTSS013,KTSS005,KTSS017,KTSS010,KTSS015,KTSS004,KTSS008,KTSS011,KTSS007,KTSS019,KTSS014,KTSS012,KTSS020"
KT2025570,Benjamin Martin,11/21/2013,48 Yau Tong Bay,KTPS003,"76,92,93,97,23,36,88","73,83,79,40,44,57,23",APP2025570,"KTSS014,KTSS006,KTSS009,KTSS015,KTSS005,KTSS016,KTSS018,KTSS004,KTSS020,KTSS011,KTSS013,KTSS017,KTSS010,KTSS012,KTSS002,KTSS019,KTSS001,KTSS007,KTSS008,KTSS003"
KT2025571,Isabella Jones,09/24/2013,6 Kwun Tong Bypass,KTPS014,"76,51,5,29,95,47,69","50,94,73,41,28,93,72",APP2025571,"KTSS015,KTSS004,KTSS006,KTSS019,KTSS012,KTSS010,KTSS003,KTSS013,KTSS020,KTSS018,KTSS011,KTSS002,KTSS017,KTSS008,KTSS014,KTSS007,KTSS016,KTSS005,KTSS009,KTSS001"
KT2025572,Emily Garcia,03/22/2013,82 Lei Yue Mun,KTPS002,"82,1,40,37,60,45,78","66,54,94,10,87,9,17",APP2025572,"KTSS010,KTSS009,KTSS019,KTSS001,KTSS015,KTSS006,KTSS011,KTSS018,KTSS017,KTSS014,KTSS016,KTSS020,KTSS013,KTSS003,KTSS004,KTSS002,KTSS008,KTSS012,KTSS007,KTSS005"
KT2025573,William Garcia,11/23/2013,78 Kwun Tong Bypass,KTPS011,"80,6,21,39,74,1,78","6,42,47,61,74,71,1",APP2025573,"KTSS006,KTSS007,KTSS016,KTSS003,KTSS001,KTSS015,KTSS014,KTSS013,KTSS005,KTSS017,KTSS019,KTSS009,KTSS020,KTSS008,KTSS012,KTSS002,KTSS011,KTSS018,KTSS004,KTSS010"
KT2025574,Olivia Johnson,01/06/2013,78 Kwun Tong Rd,KTPS010,"52,92,42,13,57,8,63","37,36,28,1,53,47,93",APP2025574,"KTSS020,KTSS001,KTSS014,KTSS003,KTSS008,KTSS010,KTSS012,KTSS017,KTSS019,KTSS002,KTSS013,KTSS011,KTSS009,KTSS006,KTSS018,KTSS005,KTSS004,KTSS007,KTSS016,KTSS015"
KT2025575,Michael Anderson,11/30/2013,49 Yau Tong Bay,KTPS002,"90,96,33,90,94,35,72","22,99,79,78,74,2,50",APP2025575,"KTSS014,KTSS006,KTSS002,KTSS008,KTSS013,KTSS019,KTSS004,KTSS009,KTSS005,KTSS016,KTSS015,KTSS001,KTSS007,KTSS003,KTSS011,KTSS017,KTSS012,KTSS010,KTSS020,KTSS018"
KT2025576,Harper Martin,07/23/2013,58 Lam Tin Road,KTPS010,"10,37,58,9,30,36,93","32,74,47,94,13,1,77",APP2025576,"KTSS017,KTSS014,KTSS005,KTSS002,KTSS007,KTSS004,KTSS006,KTSS001,KTSS019,KTSS003,KTSS013,KTSS016,KTSS018,KTSS010,KTSS011,KTSS008,KTSS015,KTSS020,KTSS009,KTSS012"
KT2025577,Michael Hernandez,07/02/2013,82 Hoi Yuen Road,KTPS014,"52,29,38,44,85,44,61","2,4,91,16,89,66,3",APP2025577,"KTSS001,KTSS014,KTSS017,KTSS002,KTSS007,KTSS010,KTSS003,KTSS015,KTSS011,KTSS004,KTSS006,KTSS012,KTSS016,KTSS013,KTSS009,KTSS020,KTSS005,KTSS018,KTSS019,KTSS008"
KT2025578,Harper Taylor,07/09/2013,37 Hoi Yuen Road,KTPS016,"76,95,69,91,97,62,34","2,94,34,36,27,3,64",APP2025578,"KTSS011,KTSS019,KTSS003,KTSS017,KTSS007,KTSS005,KTSS002,KTSS012,KTSS018,KTSS001,KTSS014,KTSS008,KTSS020,KTSS015,KTSS006,KTSS009,KTSS013,KTSS016,KTSS004,KTSS010"
KT2025579,Sarah Wilson,01/04/2013,31 Yau Tong Bay,KTPS013,"93,98,56,29,5,19,52","3,28,30,25,78,77,52",APP2025579,"KTSS003,KTSS011,KTSS012,KTSS010,KTSS014,KTSS007,KTSS006,KTSS019,KTSS009,KTSS013,KTSS008,KTSS005,KTSS018,KTSS001,KTSS015,KTSS017,KTSS020,KTSS016,KTSS002,KTSS004"
KT2025580,Alexander Rodriguez,11/17/2013,93 Lam Tin Road,KTPS014,"9,42,25,21,10,90,95","26,99,55,83,89,78,63",APP2025580,"KTSS008,KTSS017,KTSS002,KTSS010,KTSS014,KTSS015,KTSS011,KTSS018,KTSS003,KTSS009,KTSS005,KTSS019,KTSS020,KTSS013,KTSS007,KTSS012,KTSS004,KTSS006,KTSS016,KTSS001"
KT2025581,Charlotte Johnson,08/05/2013,94 Kwun Tong Rd,KTPS007,"66,12,62,65,33,63,94","55,8,44,83,17,59,7",APP2025581,"KTSS012,KTSS008,KTSS004,KTSS003,KTSS020,KTSS018,KTSS002,KTSS019,KTSS007,KTSS015,KTSS006,KTSS001,KTSS005,KTSS017,KTSS011,KTSS010,KTSS014,KTSS013,KTSS016,KTSS009"
KT2025582,Harper Williams,08/26/2013,15 Hoi Yuen Road,KTPS016,"29,83,77,92,19,51,37","32,66,97,67,27,68,51",APP2025582,"KTSS019,KTSS007,KTSS010,KTSS005,KTSS017,KTSS002,KTSS016,KTSS001,KTSS009,KTSS012,KTSS006,KTSS008,KTSS015,KTSS018,KTSS011,KTSS013,KTSS020,KTSS003,KTSS014,KTSS004"
KT2025583,Alexander Gonzalez,11/10/2013,44 Lei Yue Mun,KTPS007,"1,92,65,8,79,93,39","98,35,24,35,45,14,92",APP2025583,"KTSS006,KTSS009,KTSS020,KTSS014,KTSS007,KTSS010,KTSS016,KTSS012,KTSS015,KTSS003,KTSS002,KTSS004,KTSS008,KTSS011,KTSS013,KTSS001,KTSS019,KTSS017,KTSS005,KTSS018"
KT2025584,Daniel Garcia,06/28/2013,31 Hoi Yuen Road,KTPS008,"77,92,36,95,35,30,16","84,17,75,63,77,14,30",APP2025584,"KTSS012,KTSS010,KTSS018,KTSS007,KTSS020,KTSS019,KTSS001,KTSS013,KTSS002,KTSS008,KTSS016,KTSS003,KTSS004,KTSS011,KTSS005,KTSS006,KTSS015,KTSS017,KTSS014,KTSS009"
KT2025585,Alexander Rodriguez,03/29/2013,39 Kwun Tong Rd,KTPS014,"85,7,79,34,22,2,33","89,11,88,66,82,53,0",APP2025585,"KTSS013,KTSS007,KTSS009,KTSS016,KTSS001,KTSS012,KTSS005,KTSS017,KTSS002,KTSS018,KTSS015,KTSS014,KTSS004,KTSS008,KTSS011,KTSS003,KTSS019,KTSS006,KTSS020,KTSS010"
KT2025586,Daniel Wilson,05/03/2013,40 Hoi Yuen Road,KTPS012,"1,9,1,37,95,32,69","17,76,31,88,15,19,86",APP2025586,"KTSS010,KTSS002,KTSS003,KTSS013,KTSS006,KTSS009,KTSS011,KTSS016,KTSS001,KTSS008,KTSS018,KTSS014,KTSS012,KTSS015,KTSS004,KTSS005,KTSS019,KTSS020,KTSS007,KTSS017"
KT2025587,Mary Rodriguez,10/31/2013,75 Yau Tong Bay,KTPS017,"50,83,75,19,25,95,1","78,85,32,78,86,63,55",APP2025587,"KTSS002,KTSS014,KTSS015,KTSS004,KTSS018,KTSS009,KTSS007,KTSS001,KTSS008,KTSS006,KTSS017,KTSS012,KTSS011,KTSS019,KTSS016,KTSS003,KTSS010,KTSS020,KTSS013,KTSS005"
KT2025588,Benjamin Wilson,12/16/2013,92 Kwun Tong Bypass,KTPS011,"66,62,10,71,49,11,11","38,62,85,84,77,36,89",APP2025588,"KTSS016,KTSS007,KTSS015,KTSS010,KTSS013,KTSS012,KTSS005,KTSS001,KTSS020,KTSS019,KTSS004,KTSS017,KTSS008,KTSS002,KTSS003,KTSS018,KTSS011,KTSS006,KTSS009,KTSS014"
KT2025589,Ethan Smith,12/11/2013,28 Lei Yue Mun,KTPS010,"30,97,28,71,20,49,34","85,23,46,86,26,98,78",APP2025589,"KTSS004,KTSS011,KTSS008,KTSS002,KTSS010,KTSS003,KTSS017,KTSS007,KTSS015,KTSS006,KTSS005,KTSS013,KTSS019,KTSS020,KTSS009,KTSS012,KTSS018,KTSS016,KTSS014,KTSS001"
KT2025590,Benjamin Jackson,01/02/2013,97 Sau Mau Ping,KTPS007,"48,70,36,91,100,55,80","59,62,62,58,4,62,23",APP2025590,"KTSS017,KTSS016,KTSS013,KTSS006,KTSS012,KTSS019,KTSS002,KTSS014,KTSS009,KTSS003,KTSS020,KTSS008,KTSS001,KTSS015,KTSS018,KTSS005,KTSS011,KTSS010,KTSS004,KTSS007"
KT2025591,Amelia Taylor,04/27/2013,99 Lam Tin Road,KTPS005,"1,8,53,35,0,51,22","37,5,30,18,59,96,54",APP2025591,"KTSS013,KTSS019,KTSS001,KTSS002,KTSS007,KTSS005,KTSS012,KTSS010,KTSS008,KTSS006,KTSS009,KTSS011,KTSS018,KTSS014,KTSS017,KTSS015,KTSS016,KTSS004,KTSS003,KTSS020"
KT2025592,Emily Rodriguez,09/11/2013,24 Kwun Tong Rd,KTPS007,"51,60,3,40,68,70,31","55,72,25,92,45,61,20",APP2025592,"KTSS001,KTSS009,KTSS016,KTSS006,KTSS004,KTSS020,KTSS019,KTSS014,KTSS003,KTSS007,KTSS005,KTSS010,KTSS012,KTSS002,KTSS008,KTSS011,KTSS015,KTSS017,KTSS018,KTSS013"
KT2025593,Amelia Gonzalez,09/06/2013,23 Kowloon Bay,KTPS012,"20,79,73,52,32,35,84","9,38,90,100,74,2,32",APP2025593,"KTSS011,KTSS017,KTSS003,KTSS006,KTSS015,KTSS001,KTSS009,KTSS012,KTSS019,KTSS014,KTSS018,KTSS013,KTSS008,KTSS010,KTSS005,KTSS007,KTSS020,KTSS002,KTSS016,KTSS004"
KT2025594,Ethan Anderson,12/28/2013,92 Tsui Ping Rd,KTPS007,"34,25,4,78,1,52,91","3,50,43,25,90,61,39",APP2025594,"KTSS003,KTSS009,KTSS008,KTSS005,KTSS016,KTSS007,KTSS011,KTSS002,KTSS014,KTSS004,KTSS010,KTSS006,KTSS017,KTSS015,KTSS018,KTSS013,KTSS001,KTSS012,KTSS020,KTSS019"
KT2025595,Alexander Moore,10/07/2013,63 Lei Yue Mun,KTPS001,"7,11,99,16,92,73,18","39,37,48,48,74,73,11",APP2025595,"KTSS012,KTSS009,KTSS017,KTSS013,KTSS001,KTSS004,KTSS007,KTSS003,KTSS019,KTSS014,KTSS008,KTSS005,KTSS011,KTSS002,KTSS010,KTSS020,KTSS018,KTSS015,KTSS006,KTSS016"
KT2025596,Isabella Taylor,10/13/2013,44 Yau Tong Bay,KTPS014,"3,28,2,35,30,51,23","22,1,5,58,60,7,33",APP2025596,"KTSS017,KTSS009,KTSS010,KTSS006,KTSS001,KTSS002,KTSS011,KTSS019,KTSS012,KTSS013,KTSS007,KTSS005,KTSS008,KTSS016,KTSS018,KTSS014,KTSS004,KTSS015,KTSS020,KTSS003"
KT2025597,Ethan Gonzalez,04/28/2013,59 Kowloon Bay,KTPS005,"52,59,53,26,98,84,85","77,59,52,15,76,100,70",APP2025597,"KTSS006,KTSS011,KTSS017,KTSS015,KTSS003,KTSS008,KTSS009,KTSS016,KTSS012,KTSS001,KTSS005,KTSS007,KTSS002,KTSS020,KTSS004,KTSS019,KTSS014,KTSS010,KTSS018,KTSS013"
KT2025598,Olivia Wilson,07/24/2013,72 Lei Yue Mun,KTPS019,"43,9,12,34,36,49,28","72,48,36,22,47,53,24",APP2025598,"KTSS016,KTSS007,KTSS006,KTSS004,KTSS020,KTSS012,KTSS019,KTSS013,KTSS003,KTSS018,KTSS008,KTSS005,KTSS010,KTSS015,KTSS001,KTSS014,KTSS009,KTSS017,KTSS011,KTSS002"
KT2025599,Daniel Moore,07/02/2013,8 Tsui Ping Rd,KTPS004,"65,66,35,12,90,6,79","61,65,0,26,88,65,13",APP2025599,"KTSS012,KTSS015,KTSS011,KTSS007,KTSS010,KTSS017,KTSS016,KTSS005,KTSS004,KTSS014,KTSS003,KTSS008,KTSS020,KTSS001,KTSS006,KTSS002,KTSS013,KTSS009,KTSS019,KTSS018"
KT2025600,Ethan Lopez,08/28/2013,1 Kowloon Bay,KTPS005,"30,58,33,62,37,82,18","80,71,81,48,86,17,79",APP2025600,"KTSS015,KTSS012,KTSS018,KTSS014,KTSS002,KTSS010,KTSS004,KTSS019,KTSS005,KTSS017,KTSS001,KTSS006,KTSS011,KTSS013,KTSS016,KTSS008,KTSS003,KTSS020,KTSS007,KTSS009"
KT2025601,Olivia Johnson,05/13/2013,46 Kwun Tong Bypass,KTPS008,"49,17,65,40,2,68,63","26,74,63,58,28,48,93",APP2025601,"KTSS005,KTSS003,KTSS018,KTSS011,KTSS019,KTSS009,KTSS013,KTSS015,KTSS010,KTSS006,KTSS017,KTSS002,KTSS020,KTSS016,KTSS008,KTSS004,KTSS007,KTSS012,KTSS014,KTSS001"
KT2025602,Matthew Garcia,10/24/2013,100 Kowloon Bay,KTPS009,"54,55,94,42,63,17,36","91,82,65,73,16,41,8",APP2025602,"KTSS015,KTSS017,KTSS003,KTSS007,KTSS008,KTSS020,KTSS005,KTSS016,KTSS018,KTSS010,KTSS013,KTSS009,KTSS002,KTSS012,KTSS014,KTSS019,KTSS011,KTSS006,KTSS001,KTSS004"
KT2025603,Daniel Davis,12/07/2013,60 Sau Mau Ping,KTPS001,"34,92,22,50,28,20,99","81,70,63,68,55,0,70",APP2025603,"KTSS006,KTSS012,KTSS018,KTSS009,KTSS003,KTSS013,KTSS004,KTSS005,KTSS008,KTSS002,KTSS001,KTSS010,KTSS020,KTSS014,KTSS015,KTSS017,KTSS007,KTSS011,KTSS016,KTSS019"
KT2025604,Daniel Gonzalez,04/17/2013,57 Lam Tin Road,KTPS005,"37,70,83,87,84,96,39","80,28,68,17,12,56,80",APP2025604,"KTSS004,KTSS002,KTSS007,KTSS010,KTSS009,KTSS003,KTSS006,KTSS018,KTSS012,KTSS011,KTSS013,KTSS016,KTSS019,KTSS001,KTSS015,KTSS020,KTSS014,KTSS005,KTSS008,KTSS017"
KT2025605,Mia Smith,01/12/2013,6 Kwun Tong Rd,KTPS020,"14,64,10,66,64,39,5","49,25,28,94,39,2,75",APP2025605,"KTSS003,KTSS019,KTSS012,KTSS002,KTSS020,KTSS005,KTSS006,KTSS015,KTSS001,KTSS010,KTSS017,KTSS011,KTSS009,KTSS016,KTSS007,KTSS008,KTSS013,KTSS004,KTSS018,KTSS014"
KT2025606,John Johnson,11/17/2013,31 Kwun Tong Bypass,KTPS010,"22,33,76,38,90,91,28","77,52,69,56,65,46,60",APP2025606,"KTSS006,KTSS011,KTSS005,KTSS013,KTSS016,KTSS002,KTSS018,KTSS009,KTSS004,KTSS010,KTSS008,KTSS015,KTSS001,KTSS007,KTSS003,KTSS020,KTSS019,KTSS017,KTSS012,KTSS014"
KT2025607,Michael Brown,04/29/2013,13 Sau Mau Ping,KTPS019,"76,88,45,53,51,67,80","39,69,77,8,100,18,14",APP2025607,"KTSS018,KTSS016,KTSS005,KTSS020,KTSS015,KTSS012,KTSS001,KTSS019,KTSS017,KTSS004,KTSS002,KTSS007,KTSS010,KTSS006,KTSS003,KTSS009,KTSS008,KTSS011,KTSS013,KTSS014"
KT2025608,Mia Wilson,11/13/2013,30 Kwun Tong Rd,KTPS006,"94,95,19,76,70,33,47","8,47,88,96,46,21,98",APP2025608,"KTSS013,KTSS001,KTSS016,KTSS002,KTSS011,KTSS003,KTSS008,KTSS010,KTSS017,KTSS005,KTSS018,KTSS019,KTSS007,KTSS006,KTSS009,KTSS004,KTSS014,KTSS012,KTSS015,KTSS020"
KT2025609,David Thomas,05/04/2013,17 Kwun Tong Bypass,KTPS004,"64,90,86,80,59,33,4","48,81,39,10,67,5,100",APP2025609,"KTSS013,KTSS014,KTSS008,KTSS006,KTSS003,KTSS020,KTSS005,KTSS016,KTSS010,KTSS011,KTSS004,KTSS017,KTSS009,KTSS001,KTSS019,KTSS007,KTSS002,KTSS012,KTSS018,KTSS015"
KT2025610,Emily Williams,01/30/2013,77 Kowloon Bay,KTPS012,"86,22,81,88,54,98,56","15,92,24,49,51,86,76",APP2025610,"KTSS005,KTSS004,KTSS014,KTSS003,KTSS016,KTSS006,KTSS010,KTSS002,KTSS008,KTSS015,KTSS009,KTSS013,KTSS018,KTSS020,KTSS019,KTSS007,KTSS001,KTSS012,KTSS017,KTSS011"
